1	1e-30	1
2	1.02329e-30	1
3	1.04713e-30	1
4	1.07152e-30	1
5	1.09648e-30	1
6	1.12202e-30	1
7	1.14815e-30	1
8	1.1749e-30	1
9	1.20226e-30	1
10	1.23027e-30	1
11	1.25893e-30	1
12	1.28825e-30	1
13	1.31826e-30	1
14	1.34896e-30	1
15	1.38038e-30	1
16	1.41254e-30	1
17	1.44544e-30	1
18	1.47911e-30	1
19	1.51356e-30	1
20	1.54882e-30	1
21	1.58489e-30	1
22	1.62181e-30	1
23	1.65959e-30	1
24	1.69824e-30	1
25	1.7378e-30	1
26	1.77828e-30	1
27	1.8197e-30	1
28	1.86209e-30	1
29	1.90546e-30	1
30	1.94984e-30	1
31	1.99526e-30	1
32	2.04174e-30	1
33	2.0893e-30	1
34	2.13796e-30	1
35	2.18776e-30	1
36	2.23872e-30	1
37	2.29087e-30	1
38	2.34423e-30	1
39	2.39883e-30	1
40	2.45471e-30	1
41	2.51189e-30	1
42	2.5704e-30	1
43	2.63027e-30	1
44	2.69153e-30	1
45	2.75423e-30	1
46	2.81838e-30	1
47	2.88403e-30	1
48	2.95121e-30	1
49	3.01995e-30	1
50	3.0903e-30	1
51	3.16228e-30	1
52	3.23594e-30	1
53	3.31131e-30	1
54	3.38844e-30	1
55	3.46737e-30	1
56	3.54813e-30	1
57	3.63078e-30	1
58	3.71535e-30	1
59	3.80189e-30	1
60	3.89045e-30	1
61	3.98107e-30	1
62	4.0738e-30	1
63	4.16869e-30	1
64	4.2658e-30	1
65	4.36516e-30	1
66	4.46684e-30	1
67	4.57088e-30	1
68	4.67735e-30	1
69	4.7863e-30	1
70	4.89779e-30	1
71	5.01187e-30	1
72	5.12861e-30	1
73	5.24807e-30	1
74	5.37032e-30	1
75	5.49541e-30	1
76	5.62341e-30	1
77	5.7544e-30	1
78	5.88844e-30	1
79	6.0256e-30	1
80	6.16595e-30	1
81	6.30957e-30	1
82	6.45654e-30	1
83	6.60693e-30	1
84	6.76083e-30	1
85	6.91831e-30	1
86	7.07946e-30	1
87	7.24436e-30	1
88	7.4131e-30	1
89	7.58578e-30	1
90	7.76247e-30	1
91	7.94328e-30	1
92	8.12831e-30	1
93	8.31764e-30	1
94	8.51138e-30	1
95	8.70964e-30	1
96	8.91251e-30	1
97	9.12011e-30	1
98	9.33254e-30	1
99	9.54993e-30	1
100	9.77237e-30	1
101	1e-29	1
102	1.02329e-29	1
103	1.04713e-29	1
104	1.07152e-29	1
105	1.09648e-29	1
106	1.12202e-29	1
107	1.14815e-29	1
108	1.1749e-29	1
109	1.20226e-29	1
110	1.23027e-29	1
111	1.25893e-29	1
112	1.28825e-29	1
113	1.31826e-29	1
114	1.34896e-29	1
115	1.38038e-29	1
116	1.41254e-29	1
117	1.44544e-29	1
118	1.47911e-29	1
119	1.51356e-29	1
120	1.54882e-29	1
121	1.58489e-29	1
122	1.62181e-29	1
123	1.65959e-29	1
124	1.69824e-29	1
125	1.7378e-29	1
126	1.77828e-29	1
127	1.8197e-29	1
128	1.86209e-29	1
129	1.90546e-29	1
130	1.94984e-29	1
131	1.99526e-29	1
132	2.04174e-29	1
133	2.0893e-29	1
134	2.13796e-29	1
135	2.18776e-29	1
136	2.23872e-29	1
137	2.29087e-29	1
138	2.34423e-29	1
139	2.39883e-29	1
140	2.45471e-29	1
141	2.51189e-29	1
142	2.5704e-29	1
143	2.63027e-29	1
144	2.69153e-29	1
145	2.75423e-29	1
146	2.81838e-29	1
147	2.88403e-29	1
148	2.95121e-29	1
149	3.01995e-29	1
150	3.0903e-29	1
151	3.16228e-29	1
152	3.23594e-29	1
153	3.31131e-29	1
154	3.38844e-29	1
155	3.46737e-29	1
156	3.54813e-29	1
157	3.63078e-29	1
158	3.71535e-29	1
