-0			1	0.05329941229340481				0.0361425495483068
0.280033921039928			0.5	0.04825974876146311				0.0319694413526204
0.45275705198444			0.333333333333333	0.04734898098295561				0.0285762207299494
0.633306153523036			0.2	0.04635375896668961				0.0275163821615036
0.755537227682033			0.125	0.04614253448386151				0.0270053357842918
0.830942056819897			0.0833333333333333	0.04603805083666581				0.0268139021907892
0.88447048491864			0.0555555555555556	0.04598777259057631				0.026807920665217
0.921687671858677			0.037037037037037	0.04595710646304721				0.0267785927516759
0.947835434366718			0.024390243902439	0.04595851211748841				0.0267642403845785
0.965244448235118			0.0161290322580645	0.04595656197401051				0.0267569277772465
0.976715997377387			0.010752688172043	0.04595442688188421				0.0267557645061646
0.984481792292845			0.00714285714285714	0.04595342064953191				0.0267543281308523
0.989632025923158			0.00476190476190476	0.04595297342735221				0.0267543057988295
0.99307799065378			0.00317460317460317	0.04595289871946451				0.0267540784945242
0.99538573658744			0.00211416490486258	0.04595281136340271				0.0267539453850384
0.996924007299782			0.00140845070422535	0.04595282245039371				0.0267538887778556
0.997948457875469			0.000938967136150235	0.04595279935515981				0.0267538670678867
0.998632341614468			0.000625782227784731	0.04595279164290141				0.0267538559659795
0.999088053814167			0.000417188151856487	0.04595279388096821				0.0267538545321757
0.999392043079706			0.000278086763070078	0.04595279162623871				0.0267538522628924
0.999594661026865			0.000185391175380052	0.04595279183430911				0.0267538527675311
0.999729758745451			0.000123594116920035	0.04595279137224731				0.0267538534302789
0.999819839797111			8.23926835297026e-05	0.04595279133960351				0.0267538491991933
0.999879893479673			5.49269471602768e-05	0.04595279128158941				0.0267538571990945
0.999919927645653			3.66179647735179e-05	0.04595279132084531				0.0267538409825877
